8,21,турборежим
9,21,измельчитель\\стакан
6,22,800 Вт
7,22,скоростей - 20
8,22,турборежим
9,22,измельчитель\\стакан\\венчик
10,23,металл
11,23,400 м³/ч
12,23,130 Вт
13,23,отвод/циркуляция
14,23,60 см
10,24,металл
11,24,400 м³/ч
12,24,130 Вт
13,24,отвод/циркуляция
14,24,60 см
10,25,металл
11,25,400 м³/ч
12,25,130 Вт
13,25,отвод/циркуляция
14,25,50 см
10,26,металл
11,26,435 м³/ч
12,26,135 Вт
13,26,отвод/циркуляция
14,26,60 см
10,27,стекло
11,27,350 м³/ч
12,27,108 Вт
13,27,отвод/циркуляция
14,27,60 см
10,28,нержавеющая сталь
11,28,700 м³/ч
12,28,120 Вт
13,28,отвод/циркуляция
14,28,60 см
10,29,нержавеющая сталь
11,29,400 м³/ч
12,29,130 Вт
13,29,отвод/циркуляция
14,29,50 см
10,30,металл
11,30,400 м³/ч
12,30,130 Вт
13,30,отвод/циркуляция
14,30,45 см
10,31,NULL
11,31,430 м³/ч
12,31,148 Вт
13,31,отвод/циркуляция
14,31,42 см
10,32,металл
11,32,700 м³/ч
12,32,120 Вт
13,32,отвод/циркуляция
14,32,60 см
10,33,металл
11,33,700 м³/ч
12,33,120 Вт
13,33,отвод/циркуляция
14,33,60 см
10,34,металл/стекло
11,34,700 м³/ч
12,34,110 Вт
13,34,отвод/циркуляция
14,34,60 см
10,35,стекло
11,35,247 м³/ч
12,35,65 Вт
13,35,отвод/циркуляция
14,35,49.6 см
10,36,нержавеющая сталь
11,36,400 м³/ч
12,36,130 Вт
13,36,отвод/циркуляция
14,36,60 см
10,37,стекло
11,37,1000 м³/ч
12,37,160 Вт
13,37,отвод/циркуляция
14,37,60 см
10,38,стекло
11,38,290 м³/ч
12,38,130 Вт
13,38,отвод/циркуляция
14,38,60 см
10,39,нержавеющая сталь
11,39,400 м³/ч
12,39,130 Вт
13,39,отвод/циркуляция
14,39,60 см
10,40,NULL
11,40,750 м³/ч
12,40,180 Вт
13,40,отвод/циркуляция
14,40,60 см
10,41,нержавеющая сталь
11,41,400 м³/ч
12,41,130 Вт
13,41,отвод/циркуляция
14,41,45 см
10,42,стекло
11,42,700 м³/ч
12,42,110 Вт
13,42,отвод/циркуляция
14,42,60 см
15,43,269 л
16,43,NULL
17,43,ручное
18,43,NULL
19,43,60 см х 167 см х 64 см
15,44,310 л
16,44,металл\\пластик
17,44,ручное
18,44,NULL
19,44,60 см х 185 см х 66.5 см
15,45,364 л
16,45,металл
17,45,No Frost
18,45,дисплей
19,45,59.5 см х 190.5 см х 67.2 см
15,46,386 л
16,46,металл
17,46,No Frost
18,46,дисплей
19,46,59.5 см х 199.8 см х 67.2 см
15,47,360 л
16,47,металл
17,47,No Frost
18,47,дисплей
19,47,59.5 см х 201.8 см х 66 см
15,48,346 л
16,48,металл
17,48,No Frost
18,48,дисплей
19,48,59.5 см х 190 см х 65 см
15,49,364 л
16,49,металл
17,49,No Frost
18,49,дисплей
19,49,59.5 см х 190 см х 67.2 см
15,50,346 л
16,50,металл
17,50,No Frost
18,50,дисплей
19,50,59.5 см х 190 см х 65 см
15,51,368 л
16,51,металл
17,51,No Frost
18,51,дисплей
19,51,59.5 см х 200 см х 65 см
15,52,368 л
16,52,металл
17,52,No Frost
18,52,дисплей
19,52,59.5 см х 200 см х 65 см
15,53,504 л
16,53,металл
17,53,No Frost
18,53,дисплей
19,53,90.8 см х 177.5 см х 64.7 см
15,54,320 л
16,54,металл
17,54,No Frost
18,54,дисплей
19,54,59.5 см х 185 см х 66 см
15,55,310 л
16,55,металл
17,55,ручное
18,55,NULL
19,55,60 см х 185 см х 66.5 см
15,56,364 л
16,56,металл
17,56,No Frost
18,56,дисплей
19,56,59.5 см х 190.5 см х 67.2 см
15,57,320 л
16,57,металл
17,57,No Frost
18,57,дисплей
19,57,59.5 см х 185 см х 66 см
15,58,360 л
16,58,металл
17,58,No Frost
18,58,дисплей
19,58,59.5 см х 201.8 см х 66 см
15,59,439 л
16,59,металл
17,59,No Frost
18,59,дисплей
19,59,70 см х 190 см х 68.2 см
15,60,504 л
16,60,металл
17,60,No Frost
18,60,дисплей
19,60,90.8 см х 177.5 см х 64.7 см
15,61,508 л
16,61,металл\\стекло
17,61,No Frost
18,61,дисплей
19,61,83 см х 190 см х 67.5 см
15,62,401 л
16,62,металл
17,62,No Frost
18,62,дисплей
19,62,59.5 см х 200 см х 68.2 см
20,63,4 кг
21,63,NULL
22,63,фронтальная загрузка
23,63,800 об/мин
24,63,16
25,63,NULL
26,63,59 дБ
27,63,59.5 см x 85 см x 33 см
20,64,6.5 кг
21,64,NULL
22,64,фронтальная загрузка
23,64,1200 об/мин
24,64,15
25,64,пар
26,64,63 дБ
27,64,59.6 см x 84 см x 39 см - 44.5 см
20,65,7 кг
21,65,4 кг
22,65,фронтальная загрузка
23,65,1400 об/мин
24,65,15
25,65,пар
26,65,56 дБ
27,65,60 см x 84 см x 44 см - 51 см
20,66,7 кг
21,66,NULL
22,66,фронтальная загрузка
23,66,1200 об/мин
24,66,18
25,66,пузырьковая система\\дозагрузка белья\\пар
26,66,57 дБ
27,66,60 см x 85 см x 45 см - 52 см
20,67,7 кг
21,67,NULL
22,67,фронтальная загрузка
23,67,1200 об/мин
24,67,10
25,67,пар
26,67,55 дБ
27,67,60 см x 85 см x 43 см - 50 см
20,68,6 кг
21,68,NULL
22,68,фронтальная загрузка
23,68,1200 об/мин
24,68,15
25,68,пар
26,68,50 дБ
27,68,60 см x 85 см x 45 см
20,69,7 кг
21,69,4 кг
22,69,фронтальная загрузка
23,69,1200 об/мин
24,69,15
25,69,пар
26,69,55 дБ
27,69,60 см x 84 см x 44.5 см - 51 см
20,70,8.5 кг
21,70,5 кг
22,70,фронтальная загрузка
23,70,1200 об/мин
24,70,14
25,70,дозагрузка белья\\пар
26,70,53 дБ
27,70,60 см x 85 см x 45 см - 54 см
20,71,9 кг
21,71,6 кг
22,71,фронтальная загрузка
23,71,1400 об/мин
24,71,14
25,71,дозагрузка белья\\пар
26,71,NULL
27,71,60 см x 85 см x 56.5 см
20,72,7 кг
21,72,NULL
22,72,фронтальная загрузка
23,72,1200 об/мин
24,72,15
25,72,пар
26,72,63 дБ
27,72,60 см x 84 см x 44 см - 51 см
20,73,8.5 кг
21,73,5 кг
22,73,фронтальная загрузка
23,73,1200 об/мин
24,73,14
25,73,дозагрузка белья\\пар
26,73,NULL
27,73,60 см x 85 см x 47.5 см
20,74,7 кг
21,74,NULL
22,74,фронтальная загрузка
23,74,1200 об/мин
24,74,14
25,74,дозагрузка белья\\пар
26,74,55 дБ
27,74,60 см x 85 см x 44 см - 52 см
20,75,7 кг
21,75,NULL
22,75,фронтальная загрузка
23,75,1200 об/мин
24,75,14
25,75,дозагрузка белья\\пар
26,75,55 дБ
27,75,60 см x 85 см x 45 см - 48 см
20,76,6.5 кг
21,76,NULL
22,76,фронтальная загрузка
23,76,1200 об/мин
24,76,15
25,76,пар
26,76,63 дБ
27,76,59.6 см x 84 см x 40 см - 43.9 см
20,77,7 кг
21,77,NULL
22,77,фронтальная загрузка
23,77,1200 об/мин
24,77,18
25,77,пузырьковая система\\дозагрузка белья\\пар
26,77,57 дБ
27,77,60 см x 85 см x 44 см - 51.5 см
20,78,6 кг
21,78,NULL
22,78,фронтальная загрузка
23,78,1000 об/мин
24,78,16
25,78,пар
26,78,59 дБ
27,78,59.5 см x 85 см x 39.5 см - 43.5 см
20,79,6 кг
21,79,NULL
22,79,фронтальная загрузка
23,79,1200 об/мин
24,79,10
25,79,пар
26,79,53 дБ
27,79,59.5 см x 85 см x 43 см - 46 см
20,80,9 кг
21,80,NULL
22,80,фронтальная загрузка
23,80,1400 об/мин
24,80,14
25,80,дозагрузка белья\\пар
26,80,53 дБ
27,80,60 см x 85 см x 55 см - 62 см
20,81,7 кг
21,81,4 кг
22,81,фронтальная загрузка
23,81,1200 об/мин
24,81,12
25,81,дозагрузка белья
26,81,55 дБ
27,81,60 см x 85 см x 45 см
20,82,6 кг
21,82,NULL
22,82,фронтальная загрузка
23,82,1000 об/мин
24,82,10
25,82,пар
26,82,55 дБ
27,82,60 см x 85 см x 44 см - 54 см
28,83,стеклокерамика
29,83,3 шт
30,83,46 л
31,83,гриль
32,83,85 см x 50 см x 50 см
33,84,800 Вт
34,84,5
35,84,1750 мл
36,84,турборежим
37,84,измельчитель
38,84,стакан
39,85,4 шт
40,85,66 л
41,85,эмалированная сталь
42,85,электроподжиг
43,85,NULL
39,86,4 шт
40,86,60 л
41,86,эмалированная сталь
42,86,электроподжиг
43,86,газконтроль
39,87,4 шт
40,87,72 л
41,87,NULL
42,87,электроподжиг
43,87,газконтроль
44,88,молотый
45,88,870 Вт
46,88,1250 мл
47,89,300 Вт
48,89,ручной
49,89,5
50,89,пластик
51,89,4 шт
52,89,турборежим
47,90,500 Вт
48,90,ручной
49,90,5
50,90,пластик
51,90,5 шт
52,90,турборежим
53,91,1700 Вт
54,91,влажная\\сухая
55,91,контейнер/аквафильтр
56,91,2.6 л
53,92,1600 Вт
54,92,влажная\\сухая
55,92,аквафильтр
56,92,4 л
53,93,1800 Вт
54,93,сухая
55,93,контейнер
56,93,1.2 л
57,94,электронные
58,94,платформа
59,94,предел - 5 кг
60,94,1 г
61,94,тарокомпенсация
57,95,электронные
58,95,платформа
59,95,предел - 5 кг
60,95,1 г
61,95,тарокомпенсация
57,96,электронные
58,96,платформа
59,96,предел - 5 кг
60,96,1 г
61,96,тарокомпенсация
57,97,электронные
58,97,платформа
59,97,предел - 10 кг
60,97,1 г
61,97,тарокомпенсация
57,98,электронные
58,98,платформа
59,98,предел - 0.1 кг
60,98,0.01 г
61,98,тарокомпенсация
62,99,пластик
63,99,уголь
64,99,2 шт
62,100,пластик
63,100,уголь
64,100,2 шт
62,101,пластик
63,101,уголь
64,101,2 шт
62,102,пластик
63,102,уголь
64,102,2 шт
62,103,пластик
63,103,уголь
64,103,2 шт
65,104,1500 Вт
66,104,15 м²
67,104,NULL
68,104,регулировка ступеней мощности
65,105,1500 Вт
66,105,12 м²
67,105,дисплей
68,105,регулировка ступеней мощности
65,106,1500 Вт
66,106,15 м²
67,106,NULL
68,106,регулировка ступеней мощности
65,107,2500 Вт
66,107,25 м²
67,107,NULL
68,107,регулировка ступеней мощности
69,108,ZigBee\\Wi-Fi
70,108,управление климатом дома
71,108,Apple HomeKit
72,108,3 В
69,109,ZigBee
70,109,измерение влажности\\измерение температуры\\определение летучих активных веществ в воздухе
71,109,Apple HomeKit
72,109,NULL
69,110,ZigBee
70,110,NULL
71,110,Aqara Hub
72,110,3 В
69,111,ZigBee
70,111,NULL
71,111,Apple HomeKit
72,111,3 В
69,112,ZigBee
70,112,NULL
71,112,Aqara Hub
72,112,3 В
69,113,ZigBee
70,113,обнаружение утечек горючего газа
71,113,NULL
72,113,220 В
69,114,ZigBee
70,114,NULL
71,114,Xiaomi
72,114,3 В
73,115,трубчатый (ТЭН)
74,115,4500 Вт
75,115,45 м²
76,115,настенный\\потолочный
77,115,белый
73,116,кварцевый
74,116,3000 Вт
75,116,30 м²
76,116,напольный
77,116,желтый
73,117,панельный
74,117,2000 Вт
75,117,40 м²
76,117,настенный
77,117,черный
73,118,панельный
74,118,2000 Вт
75,118,40 м²
76,118,настенный
77,118,серебристый
73,119,трубчатый (ТЭН)
74,119,600 Вт
75,119,12 м²
76,119,потолочный
77,119,серый
73,120,трубчатый (ТЭН)
74,120,6000 Вт
75,120,60 м²
76,120,настенный\\потолочный
77,120,белый
78,121,3 В
79,121,Zigbee
80,121,NULL
78,122,100-240 В
79,122,Zigbee
80,122,NULL
78,123,3 В
79,123,Zigbee
80,123,NULL
78,124,100-240 В
79,124,Zigbee
80,124,NULL
78,125,3 В
79,125,Zigbee
80,125,NULL
78,126,240 В
79,126,Wi-Fi
80,126,2472 МГц
81,127,25 Вт
82,127,38 м²
83,127,дисплей
84,127,гигростат
85,127,ионизация
86,127,угольный фильтр
81,128,25 Вт
82,128,26 м²
83,128,дисплей
84,128,гигростат
85,128,ионизация
86,128,угольный фильтр
81,129,25 Вт
82,129,26 м²
83,129,дисплей
84,129,гигростат
85,129,ионизация
86,129,угольный фильтр
81,130,25 Вт
82,130,48 м²
83,130,NULL
84,130,гигростат
85,130,ионизация
86,130,угольный фильтр
87,131,10 А
88,131,250 В
89,131,2.3 кВт
90,131,ZigBee
91,131,Алиса\\Маруся
87,132,NULL
88,132,220 В
89,132,3.68 кВт
90,132,Wi-Fi
91,132,Alexa\\Google Ассистент\\Алиса\\Маруся
87,133,16 А
88,133,100 - 250 В
89,133,3.6 кВт
90,133,Wi-Fi
91,133,Google Ассистент\\Siri\\Алиса\\Маруся
87,134,15 А
88,134,230 В
89,134,3.45 кВт
90,134,Wi-Fi
91,134,Alexa\\Google Ассистент\\Алиса
87,135,16 А
88,135,100 - 250 В
89,135,3.8 кВт
90,135,Wi-Fi
91,135,Google Ассистент\\Siri\\Алиса\\Маруся
87,136,16 А
88,136,230 В
89,136,3.68 кВт
90,136,Wi-Fi
91,136,помощник-Alexa\\Google Ассистент\\Алиса
87,137,10 А
88,137,100 - 250 В
89,137,2.5 кВт
90,137,Wi-Fi
91,137,Siri\\Алиса\\Маруся
92,138,независимая
93,138,4 шт
94,138,стеклокерамика
95,138,7 кВт
92,139,независимая
93,139,4 шт
94,139,стеклокерамика
95,139,6.3 кВт
92,140,независимая
93,140,4 шт
94,140,стеклокерамика
95,140,7.2 кВт
92,141,независимая
93,141,4 шт
94,141,стеклокерамика
95,141,7 кВт
92,142,независимая
93,142,4 шт
94,142,стеклокерамика
95,142,7.2 кВт
92,143,независимая
93,143,4 шт
94,143,стеклокерамика
95,143,7.2 кВт
92,144,независимая
93,144,4 шт
94,144,стеклокерамика
95,144,7 кВт
92,145,независимая
93,145,3 шт
94,145,стеклокерамика
95,145,5.7 кВт
92,146,независимая
93,146,2 шт
94,146,стеклокерамика
95,146,2.9 кВт
92,147,независимая
93,147,3 шт
94,147,стеклокерамика
95,147,5.7 кВт
92,148,независимая
93,148,4 шт
94,148,стеклокерамика
95,148,6.7 кВт
92,149,независимая
93,149,2 шт
94,149,стеклокерамика
95,149,3.68 кВт
92,150,независимая
93,150,4 шт
94,150,стеклокерамика
95,150,6 кВт
92,151,независимая
93,151,3 шт
94,151,стеклокерамика
95,151,6.1 кВт
92,152,независимая
93,152,2 шт
94,152,стеклокерамика
95,152,3.5 кВт
92,153,независимая
93,153,2 шт
94,153,стеклокерамика
95,153,3.5 кВт
92,154,независимая
93,154,3 шт
94,154,стеклокерамика
95,154,5.2 кВт
92,155,независимая
93,155,4 шт
94,155,стеклокерамика
95,155,7.4 кВт
92,156,независимая
93,156,4 шт
94,156,стеклокерамика
95,156,7.2 кВт
92,157,независимая
93,157,4 шт
94,157,стеклокерамика
95,157,7.2 кВт
